# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Sample Type	Sample_Name_Seq_R1	UUID1_R1	Sample_Name_Seq_R2	UUID_R2
C3L-00961	UCEC	RNA-Seq_Transcript	v1.2	20200812	Y3	/CPTAC3.Y3_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1.2_Y3.20200620_20200812/C3L-00961.tumor.transcripts.gtf.gz	23497693	gtf	679bdcfdb6ede36b93a2bed3da7ef1f5	tumor	C3L-00961.RNA-Seq.R1.T	339ad507-4d3e-4c9e-ae1c-5a207645cf9b	C3L-00961.RNA-Seq.R2.T	6af2d835-4e67-4d59-9cf9-da8f0d197f44
C3L-00962	UCEC	RNA-Seq_Transcript	v1.2	20200812	Y3	/CPTAC3.Y3_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1.2_Y3.20200620_20200812/C3L-00962.tumor.transcripts.gtf.gz	20512943	gtf	b4d5f99f7bb0f94f63a5a8abd512bac1	tumor	C3L-00962.RNA-Seq.R1.T	8b61732b-9c39-47e9-bdb2-944ac0f2c32d	C3L-00962.RNA-Seq.R2.T	e7278e12-717f-48e4-a8ea-b52d1f793018
C3L-00963	UCEC	RNA-Seq_Transcript	v1.2	20200812	Y3	/CPTAC3.Y3_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1.2_Y3.20200620_20200812/C3L-00963.tumor.transcripts.gtf.gz	21254011	gtf	27665ef52e833677befe98f99efa66e5	tumor	C3L-00963.RNA-Seq.R1.T	1041d695-f7af-49a9-a30c-b81115bd4ea7	C3L-00963.RNA-Seq.R2.T	dfa1ae1e-a25a-483a-8e30-29a16c5d9939
C3L-00965	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-00965_tumor.transcripts.gtf.gz	20518587	gtf	f05c4e072dfea39e211461f203db38e3	tumor	C3L-00965.RNA-Seq.R1.T	0020d643-33e0-4d2f-bbbe-ac2b1d7be8af	C3L-00965.RNA-Seq.R2.T	3b6c31b7-7ef7-4306-81ae-f568f7a8bbba
C3L-00966	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00966_tissue_normal.transcripts.gtf.gz	21770795	gtf	79beb6ef6d7b8660e1ab3dcbd68b8d66	tissue_normal	C3L-00966.RNA-Seq.R1.A	3edfa9a1-3ee2-4193-9f85-465eb53d860c	C3L-00966.RNA-Seq.R2.A	d88fb2f1-ad91-4ecc-ab43-f8cca98dcb13
C3L-00966	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00966_tumor.transcripts.gtf.gz	20603253	gtf	658b5ea2b6a24308820be6a591389620	tumor	C3L-00966.RNA-Seq.R1.T	59d5dee9-9811-432f-89b6-0ac178febae1	C3L-00966.RNA-Seq.R2.T	0a7e3be2-b23c-41b9-965a-c84966ab661a
C3L-00968	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00968_tissue_normal.transcripts.gtf.gz	20566369	gtf	5f6cc9330ac3cd710ea73a3767d8c6f4	tissue_normal	C3L-00968.RNA-Seq.R1.A	7ae1bd60-dbef-45c0-85d7-e1d774293b68	C3L-00968.RNA-Seq.R2.A	63d85413-58af-4f8d-a1ad-6b3ddd79769e
C3L-00968	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00968_tumor.transcripts.gtf.gz	18626997	gtf	2d2553b9ce96452f3553bfd780c709df	tumor	C3L-00968.RNA-Seq.R1.T	f25b9f8f-5e30-4124-afe0-729d77b3d245	C3L-00968.RNA-Seq.R2.T	2f1c5a8f-a3c4-4da6-ae04-a15168219c03
C3L-00969	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00969_tissue_normal.transcripts.gtf.gz	22262011	gtf	b48ac1cc1c9ee570cf31c4f9976aac96	tissue_normal	C3L-00969.RNA-Seq.R1.A	d71baec0-9645-4ba4-b0d4-beeeca043e61	C3L-00969.RNA-Seq.R2.A	b14bd60b-7a02-408b-94fe-8ac900127f90
C3L-00969	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00969_tumor.transcripts.gtf.gz	20376657	gtf	788431a90794c0f06aee9900cb11adb4	tumor	C3L-00969.RNA-Seq.R1.T	8191da59-7fb9-4d92-ab19-e29a27ff7618	C3L-00969.RNA-Seq.R2.T	86cbda91-e68a-44a8-9843-b4058c8dd7cf
C3L-00970	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00970_tissue_normal.transcripts.gtf.gz	21383377	gtf	7dfb0274c8f7e44e46e320c1403214ff	tissue_normal	C3L-00970.RNA-Seq.R1.A	c72b97fd-e051-471e-a83c-37674479d7e8	C3L-00970.RNA-Seq.R2.A	2388d568-7a9a-41db-93db-8e173548c323
C3L-00970	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00970_tumor.transcripts.gtf.gz	20093996	gtf	b3f046021c78f23b396b15fcf9f3b720	tumor	C3L-00970.RNA-Seq.R1.T	eee4375e-6405-43a0-9df9-dd7c1dc7a590	C3L-00970.RNA-Seq.R2.T	eb10a154-b057-416d-ba22-2d8e09b5ba67
C3L-00976	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00976_tissue_normal.transcripts.gtf.gz	21823625	gtf	77dc8ed01086994cd48bb494785e7ab4	tissue_normal	C3L-00976.RNA-Seq.R1.A	1a199184-989d-43da-b65f-0465fd0cb533	C3L-00976.RNA-Seq.R2.A	7358fbaa-cace-45ef-9ee9-6c16db5ad038
C3L-00976	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00976_tumor.transcripts.gtf.gz	19821438	gtf	acdec1d8eccd749ef7aea54d1bf15c00	tumor	C3L-00976.RNA-Seq.R1.T	8a2053e0-f076-466e-b4f4-d543d905dab2	C3L-00976.RNA-Seq.R2.T	e1950e0d-42f3-46c4-8263-22f695311fab
C3L-00977	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00977_tissue_normal.transcripts.gtf.gz	15472632	gtf	0ccc566bafc278c8169a9102ee3ee2b6	tissue_normal	C3L-00977.RNA-Seq.R1.A	4a048fad-1dbb-459b-a65a-fc8ee83ab8e6	C3L-00977.RNA-Seq.R2.A	f18369ea-04a4-40be-9170-fda75c86bf23
C3L-00977	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00977_tumor.transcripts.gtf.gz	17646770	gtf	68c613a8cf3c9589a0367c6f21f4caf8	tumor	C3L-00977.RNA-Seq.R1.T	c245d3cc-c13b-4994-b900-6245c3e884be	C3L-00977.RNA-Seq.R2.T	92811538-48b6-40b2-b1ba-2a103a3df2ce
C3L-00980	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00980_tissue_normal.transcripts.gtf.gz	20855113	gtf	f900b5272ba710c696fa7b100ac4d404	tissue_normal	C3L-00980.RNA-Seq.R1.A	5cd302e9-3738-470e-b604-9c8f04952960	C3L-00980.RNA-Seq.R2.A	7cd4aeb6-87df-4a6a-9b5f-b10da78930a6
C3L-00980	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00980_tumor.transcripts.gtf.gz	20919584	gtf	bd7c1431ebd56b245f062e9000554cf2	tumor	C3L-00980.RNA-Seq.R1.T	dad5c72a-177a-41be-a022-08ae25920b5b	C3L-00980.RNA-Seq.R2.T	b3f276fe-dc9f-4064-b313-a2699d1556dd
C3L-00981	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00981_tissue_normal.transcripts.gtf.gz	21014244	gtf	ca746127d92be8649d618214f643917d	tissue_normal	C3L-00981.RNA-Seq.R1.A	f8d14556-7d50-49c6-9374-0703df20e889	C3L-00981.RNA-Seq.R2.A	414fcc44-18a7-422e-a5a9-23dd315d3684
C3L-00981	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00981_tumor.transcripts.gtf.gz	19674982	gtf	079fa4d418bc303ddb56944a579bd6ba	tumor	C3L-00981.RNA-Seq.R1.T	6327b471-3bc6-40e4-bc9a-616f9ab3961c	C3L-00981.RNA-Seq.R2.T	7b19eb0c-2d5c-4580-9073-3d5a69e74b4c
C3L-00982	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00982_tissue_normal.transcripts.gtf.gz	21335246	gtf	ee030f20588ed9e06f555bd796c8f110	tissue_normal	C3L-00982.RNA-Seq.R1.A	cc3f49ba-2f48-40ef-ad20-6bed1d96942f	C3L-00982.RNA-Seq.R2.A	c22b6562-57d3-4cdb-b4d1-6ae71d4bc48d
C3L-00982	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00982_tumor.transcripts.gtf.gz	21287266	gtf	37eb9dd9ec36ea0131671077579c9f37	tumor	C3L-00982.RNA-Seq.R1.T	e10d235c-59e2-4665-91d7-37b2e882385c	C3L-00982.RNA-Seq.R2.T	51b9b038-236c-42f8-a09f-4d447dbdf7c3
C3L-00987	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00987_tumor.transcripts.gtf.gz	20478829	gtf	866e45c6287ab94594fb4c5fc6b411e7	tumor	C3L-00987.RNA-Seq.R1.T	20884bd2-15d1-4e47-8c38-797daa6c002b	C3L-00987.RNA-Seq.R2.T	85b3c3d8-903d-463d-94bf-0443bae53c57
C3L-00991	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00991_tissue_normal.transcripts.gtf.gz	21108541	gtf	8018d6ad985e40482a694156f7c0ebbe	tissue_normal	C3L-00991.RNA-Seq.R1.A	549226f6-346a-4c61-b085-5d74c4622f80	C3L-00991.RNA-Seq.R2.A	eda73d8e-4803-4257-87c9-184b83c50146
C3L-00991	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00991_tumor.transcripts.gtf.gz	19947660	gtf	753cf1871754f859fa7b8d68cc8a1a73	tumor	C3L-00991.RNA-Seq.R1.T	39d58648-1c5a-4633-8a93-db1ca405a8ad	C3L-00991.RNA-Seq.R2.T	e67c30fb-f01c-48c7-9e96-9d57d6cd4080
C3L-00993	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-00993_tissue_normal.transcripts.gtf.gz	20249298	gtf	6204eab591cde4e856ac3cb2967f1012	tissue_normal	C3L-00993.RNA-Seq.R1.A	637b3574-f585-443c-b572-ed4666ea9cd0	C3L-00993.RNA-Seq.R2.A	b9971ca9-1778-4bef-8cee-f8bf3ac70d3f
C3L-00993	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-00993_tumor.transcripts.gtf.gz	21107659	gtf	9720c2807ae0cf61a0f8e867466bfd51	tumor	C3L-00993.RNA-Seq.R1.T	e494363c-c751-4544-a3de-9c0312e0c932	C3L-00993.RNA-Seq.R2.T	b0317768-74e0-455b-9a99-694fda26d085
C3L-00994	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00994_tissue_normal.transcripts.gtf.gz	19907818	gtf	38ebad2ae1fb87d5bffa8b98fa6b4476	tissue_normal	C3L-00994.RNA-Seq.R1.A	b337afe8-58ea-45c3-8bd5-9ef868ded7ac	C3L-00994.RNA-Seq.R2.A	d24d1924-a1df-48fc-8ab9-746672bce798
C3L-00994	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00994_tumor.transcripts.gtf.gz	19257256	gtf	e1a914d026a222b8454a0bc1d1659117	tumor	C3L-00994.RNA-Seq.R1.T	e244d40f-dc82-4b79-8b15-3718db683b05	C3L-00994.RNA-Seq.R2.T	ebb0beb1-26e0-4250-8a86-f82f9caa3ad7
C3L-00995	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00995_tissue_normal.transcripts.gtf.gz	20411052	gtf	683218f13e6cf0f7079c29a7d8cd124e	tissue_normal	C3L-00995.RNA-Seq.R1.A	d0bbae3e-1e20-4d97-9a66-e366b90dff85	C3L-00995.RNA-Seq.R2.A	ce96da42-476f-476d-be5a-b92165f58e40
C3L-00995	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00995_tumor.transcripts.gtf.gz	20751682	gtf	4fbd8e2c6b4b84655225ff659cc04e91	tumor	C3L-00995.RNA-Seq.R1.T	90a2979f-da7f-4f3a-a98b-4c7b755dc644	C3L-00995.RNA-Seq.R2.T	066d4958-eb61-4cdc-bae4-2eb44cf13186
C3L-00997	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00997_tissue_normal.transcripts.gtf.gz	19831636	gtf	6590f2c66955feadef7a8778b161eb41	tissue_normal	C3L-00997.RNA-Seq.R1.A	f0707248-e2d8-4937-a79c-f20c13e7782c	C3L-00997.RNA-Seq.R2.A	6e7b46a9-26db-4a37-be5f-ee0231a4f4a9
C3L-00997	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00997_tumor.transcripts.gtf.gz	21235513	gtf	42a55f98ec93b1e6f829b51c27ce7ad7	tumor	C3L-00997.RNA-Seq.R1.T	ecf832e9-e81b-4dfa-8ab3-d97644678800	C3L-00997.RNA-Seq.R2.T	edfdf8c7-5c05-41a7-a9ac-156d17ed29b8
C3L-00999	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00999_tissue_normal.transcripts.gtf.gz	20035947	gtf	329979b23069e1ce25bf5b94125eda62	tissue_normal	C3L-00999.RNA-Seq.R1.A	95ea98d0-3858-4fb3-808a-c1ead8fcb4e6	C3L-00999.RNA-Seq.R2.A	c04fed22-64f2-4f6d-80de-e10160ddef1f
C3L-00999	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-00999_tumor.transcripts.gtf.gz	19455572	gtf	e14f7a06b42a0ff13fe55d88dd628486	tumor	C3L-00999.RNA-Seq.R1.T	14ecbf5e-c51a-43e9-9b63-bb84351fde6b	C3L-00999.RNA-Seq.R2.T	5e996749-5d5a-455f-9bf5-ca45e9d5da48
C3L-01000	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01000_tissue_normal.transcripts.gtf.gz	21509655	gtf	434367ba25cf613243813a873f64fe29	tissue_normal	C3L-01000.RNA-Seq.R1.A	84652f9c-24e8-4689-806b-b782c8223291	C3L-01000.RNA-Seq.R2.A	d5b739c6-d2b8-48ef-be80-dbeb2933596a
C3L-01000	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01000_tumor.transcripts.gtf.gz	21717076	gtf	aeebed5e3367815e76b31c67dfc55cb2	tumor	C3L-01000.RNA-Seq.R1.T	d36bfa58-2428-4e27-9746-0edb7b070682	C3L-01000.RNA-Seq.R2.T	b1f9fcb7-9569-49ed-a5c4-10d7f4ba73fa
C3L-01031	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01031_tumor.transcripts.gtf.gz	20435457	gtf	656bf90071d397c22b7144e2b91afd2d	tumor	C3L-01031.RNA-Seq.R1.T	a26dd3d2-e43c-4e14-a1ed-3bfdf45e8a1a	C3L-01031.RNA-Seq.R2.T	91301da0-ce18-46c8-af66-e47970a76390
C3L-01032	PDA	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01032_tumor.transcripts.gtf.gz	19762883	gtf	49841b174883938312cb526fcfd9b72a	tumor	C3L-01032.RNA-Seq.R1.T	7a970896-a786-4466-8b48-f0fc47eb3573	C3L-01032.RNA-Seq.R2.T	178f804a-0edc-4761-9125-5104b06a2443
C3L-01033	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01033_tumor.transcripts.gtf.gz	19920825	gtf	5289a72bc4f5bbe9158f718c6ef590da	tumor	C3L-01033.RNA-Seq.R1.T	e38b3802-04bf-4acb-a507-5398bd0c38d6	C3L-01033.RNA-Seq.R2.T	101f387e-adb0-41c3-b47b-697ed9e6c824
C3L-01034	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01034_tumor.transcripts.gtf.gz	24975998	gtf	e78a5a3d0c3b095ad526d8186be358cc	tumor	C3L-01034.RNA-Seq.R1.T	8c012fbf-51f4-47cc-b6f5-a7b3a12f036d	C3L-01034.RNA-Seq.R2.T	3f9aa847-0e4b-4f04-98b6-c9ae16cc5353
C3L-01036	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01036_tumor.transcripts.gtf.gz	21137132	gtf	cf2f266c5b960030204daddd2f8da079	tumor	C3L-01036.RNA-Seq.R1.T	d03e3533-6c67-48c2-a635-ec324bc96beb	C3L-01036.RNA-Seq.R2.T	a78acbaf-7957-4de1-a5e0-a1bd7aad774e
C3L-01037	PDA	RNA-Seq_Transcript	v1.2	20200525	Y3	/CPTAC3.Y3_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_v1.2_PDA.20200516_20200525/C3L-01037.tumor.transcripts.gtf.gz	19987894	gtf	175a36bd27c85b71ad0a0f5e57d6a000	tumor	C3L-01037.RNA-Seq.R1.T	0b07e406-3fb4-48ad-82cf-b98ced8f6506	C3L-01037.RNA-Seq.R2.T	5f1ee857-f891-4c24-b22a-6af08f1adf46
C3L-01040	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-01040_tumor.transcripts.gtf.gz	20865015	gtf	b02066c9451d0052aaafdda675e90a04	tumor	C3L-01040.RNA-Seq.R1.T	c8a6c392-49e3-4c4f-8713-3c6d44123580	C3L-01040.RNA-Seq.R2.T	ff922fb1-2b12-4723-ad48-e33ab23fdbab
C3L-01043	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-01043_tumor.transcripts.gtf.gz	21210138	gtf	bca27b3d8b1abb132c27756b9e0fca81	tumor	C3L-01043.RNA-Seq.R1.T	36ad73db-0ba7-4485-9c22-3ea0b8e4e6bf	C3L-01043.RNA-Seq.R2.T	ac0dfa9c-403e-4bc5-a36a-e06c5504187a
C3L-01045	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-01045_tumor.transcripts.gtf.gz	19875108	gtf	22c4387233d1ee1dd34dfb5b853c99f7	tumor	C3L-01045.RNA-Seq.R1.T	cf9158dd-fc4c-494a-a933-1eb497bfa401	C3L-01045.RNA-Seq.R2.T	bfc91f64-f77a-4aca-a218-bd14e6152eaa
C3L-01046	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3L-01046_tumor.transcripts.gtf.gz	20248642	gtf	71faf9a0ff41006feff1b24074eddca5	tumor	C3L-01046.RNA-Seq.R1.T	17f3f9f8-56ce-4669-bd4c-870295c951d5	C3L-01046.RNA-Seq.R2.T	430cad38-35cd-4fb6-b511-eac776b17c2a
C3L-01048	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01048_tumor.transcripts.gtf.gz	22394249	gtf	96606025ec2378ec54bd164552149a1f	tumor	C3L-01048.RNA-Seq.R1.T	027d5266-ce0a-4a61-bcc4-5afd0b31ea6b	C3L-01048.RNA-Seq.R2.T	1c544c27-8c98-451e-9a9f-0027fda725f9
C3L-01049	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01049_tumor.transcripts.gtf.gz	21705983	gtf	6c17885e66d7d05f7b2e99c73b11ede8	tumor	C3L-01049.RNA-Seq.R1.T	61ee058b-1a61-4d46-baf4-be7ade0664e7	C3L-01049.RNA-Seq.R2.T	c72c7346-e3c9-48f2-be17-8a9c7fc649de
C3L-01051	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01051_tumor.transcripts.gtf.gz	20284875	gtf	6693a9b8617bef1695d5902ee6913d4c	tumor	C3L-01051.RNA-Seq.R1.T	ebe96da7-8ff0-44df-972f-a39af48988fc	C3L-01051.RNA-Seq.R2.T	f960daa9-575a-4dbd-9361-7d39ac4d98ee
C3L-01052	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01052_tumor.transcripts.gtf.gz	20534244	gtf	a64e575c1e9aa2df43804692d324f5cc	tumor	C3L-01052.RNA-Seq.R1.T	d9a41fa8-0081-4609-92ee-7c2b2279a26e	C3L-01052.RNA-Seq.R2.T	04e48ed4-f66d-4f12-b305-2115e55f0c4d
C3L-01053	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01053_tumor.transcripts.gtf.gz	20213509	gtf	f43fc6100ecd78b9cc8c6165e3857d2e	tumor	C3L-01053.RNA-Seq.R1.T	cbb94b79-ed5d-42e8-989a-a66d75de8aa3	C3L-01053.RNA-Seq.R2.T	020b2b6d-f3b9-4fd8-94b2-29ab99d7550d
C3L-01054	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3L-01054_tumor.transcripts.gtf.gz	20295521	gtf	bec172780d9ba654a492ce5699f79b82	tumor	C3L-01054.RNA-Seq.R1.T	3961ed21-b1d8-4af8-9383-6254a76b29bf	C3L-01054.RNA-Seq.R2.T	29aeea9d-75f1-4897-82d9-de9d1d348270
C3L-01061	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01061_tumor.transcripts.gtf.gz	21307895	gtf	e359533996553f6946df0574a5a33edb	tumor	C3L-01061.RNA-Seq.R1.T	ffb5df03-6c34-4b8f-90cb-eb3acb1f5c5e	C3L-01061.RNA-Seq.R2.T	b6dd7a62-bb7b-4b6d-b9c8-f4058ce4609e
C3L-01064	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-01064_tumor.transcripts.gtf.gz	19806968	gtf	a9956b170589c1b9b193e00c5f5e9522	tumor	C3L-01064.RNA-Seq.R1.T	28100153-4171-4e1e-91d2-b0ad0baef05c	C3L-01064.RNA-Seq.R2.T	66b69b3d-3ab0-4b3f-834d-4413c1321080
